MZ	Intensity
-96.79301	2967
-96.67718	3031
-96.56119	2989
-96.44503	2987
-96.32871	2965
-96.21222	2862
-96.09557	2811
-95.97875	2756
-95.86177	2596
-95.74462	2558
-95.62730	2418
-95.50982	2379
-95.39218	2282
-95.27437	2260
-95.15639	2106
-95.03825	2119
-94.91995	2054
-94.80147	1944
-94.68284	1931
-94.56404	1914
-94.44507	1968
-94.32594	2007
-94.20664	2032
-94.08717	2142
-93.96754	2223
-93.84775	2383
-93.72779	2473
-93.60767	2494
-93.48738	2682
-93.36692	2925
-93.24630	3125
-93.12551	3378
-93.00456	3822
-92.88345	4202
-92.76216	4432
-92.64072	4441
-92.51910	4370
-92.39733	4319
-92.27538	4172
-92.15327	3908
-92.03100	3584
-91.90856	3440
-91.78596	3168
-91.66319	3090
-91.54025	2924
-91.41715	2900
-91.29388	2944
-91.17045	3298
-91.04686	3619
-90.92309	4037
-90.79917	4359
-90.67507	4804
-90.55082	5901
-90.42639	7111
-90.30180	7608
-90.17705	7834
-90.05213	8515
-89.92705	8768
-89.80180	8395
-89.67638	7840
-89.55080	7137
-89.42505	6604
-89.29914	6037
-89.17307	5552
-89.04682	5266
-88.92042	5925
-88.79384	7536
-88.66711	9017
-88.54020	9454
-88.41314	9156
-88.28590	8516
-88.15850	7552
-88.03094	6479
-87.90321	5729
-87.77531	5058
-87.64725	4328
-87.51903	4023
-87.39064	3720
-87.26208	3547
-87.13336	3342
-87.00447	3131
-86.87542	3021
-86.74620	2881
-86.61682	2756
-86.48727	2627
-86.35755	2583
-86.22768	2593
-86.09763	2459
-85.96742	2447
-85.83705	2458
-85.70651	2424
-85.57580	2370
-85.44493	2329
-85.31389	2256
-85.18269	2211
-85.05132	2220
-84.91979	2137
-84.78809	2115
-84.65623	2186
-84.52420	2198
-84.39201	2185
-84.25965	2286
-84.12713	2315
-83.99444	2331
-83.86158	2347
-83.72856	2247
-83.59538	2161
-83.46203	2134
-83.32851	2044
-83.19483	2005
-83.06098	1927
-82.92697	1975
-82.79279	1963
-82.65845	1968
-82.52394	1930
-82.38927	1891
-82.25443	1860
-82.11942	1895
-81.98425	1936
-81.84892	1923
-81.71342	1963
-81.57775	1993
-81.44192	2093
-81.30593	2182
-81.16977	2301
-81.03344	2420
-80.89695	2447
-80.76029	2421
-80.62347	2351
-80.48648	2387
-80.34932	2653
-80.21201	3257
-80.07452	3736
-79.93687	4022
-79.79906	7901
-79.66108	13184
-79.52293	14893
-79.38462	14577
-79.24615	12956
-79.10750	11754
-78.96870	11105
-78.82973	10578
-78.69059	10048
-78.55129	10037
-78.41182	10195
-78.27218	10845
-78.13239	11690
-77.99242	12237
-77.85229	12340
-77.71200	12287
-77.57154	12238
-77.43091	12025
-77.29012	12106
-77.14917	12312
-77.00804	12269
-76.86676	11858
-76.72531	11621
-76.58369	11700
-76.44191	11746
-76.29996	11663
-76.15785	11276
-76.01557	11113
-75.87312	10846
-75.73051	10691
-75.58774	10537
-75.44480	10451
-75.30169	10519
-75.15842	10781
-75.01499	10981
-74.87139	10672
-74.72762	9985
-74.58369	9726
-74.43959	9628
-74.29533	9502
-74.15090	9148
-74.00631	9121
-73.86155	8976
-73.71663	9121
-73.57154	8961
-73.42628	9094
-73.28086	9181
-73.13528	9297
-72.98953	9283
-72.84361	9263
-72.69753	9207
-72.55128	9625
-72.40487	11808
-72.25830	13186
-72.11155	13415
-71.96465	12702
-71.81757	12088
-71.67033	11898
-71.52293	11845
-71.37536	11641
-71.22763	11656
-71.07973	11725
-70.93166	11707
-70.78343	11693
-70.63504	11565
-70.48648	11394
-70.33775	11352
-70.18886	11178
-70.03980	10902
-69.89058	10860
-69.74119	10589
-69.59164	10408
-69.44192	10063
-69.29204	9804
-69.14199	9488
-68.99177	9246
-68.84139	8948
-68.69085	8535
-68.54014	8134
-68.38926	7896
-68.23822	7654
-68.08702	7451
-67.93565	7232
-67.78411	6978
-67.63241	6735
-67.48054	6759
-67.32851	6605
-67.17631	6505
-67.02394	6603
-66.87142	6608
-66.71872	6452
-66.56586	6221
-66.41284	6077
-66.25965	5749
-66.10629	5654
-65.95277	5538
-65.79909	5451
-65.64523	5431
-65.49122	5380
-65.33703	5552
-65.18269	5845
-65.02817	6363
-64.87350	7243
-64.71865	8165
-64.56364	8814
-64.40847	9116
-64.25313	9645
-64.09763	10025
-63.94196	10341
-63.78612	10854
-63.63012	11370
-63.47396	11702
-63.31762	11775
-63.16113	11740
-63.00447	11541
-62.84764	11143
-62.69065	10771
-62.53349	10623
-62.37616	10769
-62.21868	10609
-62.06102	10510
-61.90320	10485
-61.74522	10746
-61.58707	11024
-61.42875	11568
-61.27027	12043
-61.11163	12227
-60.95282	12175
-60.79384	12091
-60.63470	11794
-60.47539	11490
-60.31592	11244
-60.15628	10929
-59.99648	10694
-59.83651	10553
-59.67637	10392
-59.51608	10122
-59.35561	10325
-59.19498	10384
-59.03419	10679
-58.87323	11042
-58.71210	11593
-58.55081	11847
-58.38935	12036
-58.22773	13130
-58.06594	13908
-57.90399	14150
-57.74187	13892
-57.57959	13715
-57.41714	13718
-57.25453	13266
-57.09175	12506
-56.92881	12065
-56.76570	11800
-56.60242	11456
-56.43898	11047
-56.27537	10824
-56.11160	10647
-55.94767	10343
-55.78357	10121
-55.61930	9915
-55.45487	9822
-55.29027	9926
-55.12551	9733
-54.96058	9771
-54.79548	10777
-54.63023	11777
-54.46480	11859
-54.29921	11310
-54.13346	10482
-53.96754	9836
-53.80145	9500
-53.63520	9058
-53.46878	8727
-53.30220	8418
-53.13546	8037
-52.96854	7773
-52.80147	7606
-52.63422	7515
-52.46682	7196
-52.29924	7053
-52.13150	7085
-51.96360	7066
-51.79553	6832
-51.62729	7043
-51.45889	6965
-51.29033	6864
-51.12160	6899
-50.95270	7030
-50.78364	7137
-50.61441	7330
-50.44502	7458
-50.27546	7852
-50.10574	7999
-49.93585	8284
-49.76580	8544
-49.59558	8868
-49.42520	9313
-49.25465	9813
-49.08393	9965
-48.91305	10037
-48.74201	9839
-48.57080	9798
-48.39942	9580
-48.22788	9652
-48.05617	9831
-47.88430	9972
-47.71226	10170
-47.54006	10861
-47.36769	11577
-47.19516	12166
-47.02246	12415
-46.84960	12184
-46.67657	12086
-46.50337	11850
-46.33001	11695
-46.15649	11489
-45.98280	11562
-45.80894	11630
-45.63492	11713
-45.46074	11588
-45.28638	11522
-45.11187	11607
-44.93718	11893
-44.76234	11967
-44.58732	12030
-44.41214	11861
-44.23680	11505
-44.06129	11255
-43.88562	10964
-43.70978	10884
-43.53377	10771
-43.35760	10837
-43.18127	10898
-43.00476	10949
-42.82810	11009
-42.65127	11177
-42.47427	11269
-42.29711	11211
-42.11978	11149
-41.94229	11144
-41.76463	11261
-41.58680	11096
-41.40882	10616
-41.23066	10223
-41.05234	10129
-40.87386	10137
-40.69521	10078
-40.51639	10112
-40.33741	9902
-40.15826	9715
-39.97895	9574
-39.79947	10289
-39.61983	11165
-39.44002	11653
-39.26005	11341
-39.07991	11084
-38.89961	11029
-38.71914	10742
-38.53851	10306
-38.35771	9815
-38.17674	9510
-37.99561	9051
-37.81432	8688
-37.63286	8505
-37.45123	8998
-37.26944	9543
-37.08748	9657
-36.90536	9269
-36.72307	8697
-36.54062	8571
-36.35800	8576
-36.17522	8515
-35.99227	8574
-35.80915	8612
-35.62587	8829
-35.44243	9052
-35.25882	9541
-35.07504	9889
-34.89110	10623
-34.70700	11409
-34.52273	11905
-34.33829	12006
-34.15369	11796
-33.96892	11456
-33.78399	11271
-33.59889	11162
-33.41362	11416
-33.22820	11707
-33.04260	11938
-32.85684	11872
-32.67092	11733
-32.48483	11817
-32.29857	12023
-32.11215	12129
-31.92557	12078
-31.73881	11958
-31.55190	11756
-31.36482	11867
-31.17757	11992
-30.99016	12047
-30.80258	12291
-30.61483	12097
-30.42693	12000
-30.23885	11753
-30.05061	11771
-29.86221	11637
-29.67364	11590
-29.48490	11361
-29.29600	11181
-29.10694	11237
-28.91771	11291
-28.72831	11330
-28.53875	11235
-28.34902	11131
-28.15913	10943
-27.96907	10843
-27.77885	10848
-27.58846	10945
-27.39790	10814
-27.20718	10857
-27.01630	10964
-26.82525	10940
-26.63404	10905
-26.44265	10687
-26.25111	10648
-26.05940	10518
-25.86752	10564
-25.67548	10263
-25.48327	10067
-25.29090	9824
-25.09836	9706
-24.90566	9794
-24.71279	10113
-24.51976	10368
-24.32656	10485
-24.13319	10234
-23.93966	10248
-23.74597	11008
-23.55211	11546
-23.35808	11656
-23.16389	11384
-22.96954	10918
-22.77501	10543
-22.58033	10248
-22.38547	10249
-22.19046	10432
-21.99527	10622
-21.79993	10883
-21.60441	12486
-21.40873	14148
-21.21289	14860
-21.01688	15203
-20.82070	15027
-20.62436	14618
-20.42786	14248
-20.23119	13959
-20.03435	13846
-19.83735	13593
-19.64018	13250
-19.44285	12821
-19.24535	12403
-19.04769	12269
-18.84986	12237
-18.65187	12228
-18.45371	11968
-18.25539	11989
-18.05690	11934
-17.85824	11984
-17.65942	11957
-17.46044	12061
-17.26128	12052
-17.06197	12145
-16.86249	12145
-16.66284	12280
-16.46303	12313
-16.26305	12381
-16.06291	12496
-15.86260	12507
-15.66213	12521
-15.46149	12625
-15.26068	12867
-15.05971	12918
-14.85858	12826
-14.65728	12796
-14.45581	12707
-14.25418	12641
-14.05239	12507
-13.85043	12391
-13.64830	12359
-13.44601	12294
-13.24355	12292
-13.04093	12354
-12.83814	12366
-12.63519	12351
-12.43207	12328
-12.22878	12136
-12.02533	12007
-11.82172	11848
-11.61794	11686
-11.41399	11582
-11.20988	11572
-11.00561	11431
-10.80117	11294
-10.59656	11185
-10.39179	11183
-10.18685	11187
-9.98175	10994
-9.77648	10987
-9.57105	10790
-9.36545	10372
-9.15968	10473
-8.95376	11084
-8.74766	11481
-8.54140	11353
-8.33498	11046
-8.12839	10832
-7.92163	10689
-7.71471	10607
-7.50762	10525
-7.30037	10336
-7.09295	10110
-6.88537	9954
-6.67762	9983
-6.46971	10123
-6.26163	10078
-6.05339	10142
-5.84498	10058
-5.63640	10264
-5.42766	10578
-5.21876	10816
-5.00969	11116
-4.80045	11784
-4.59105	13830
-4.38149	15323
-4.17175	15875
-3.96186	15946
-3.75179	15608
-3.54157	15171
-3.33117	14930
-3.12062	14570
-2.90989	14370
-2.69900	13981
-2.48795	13697
-2.27673	13321
-2.06534	13122
-1.85379	12962
-1.64208	13046
-1.43020	13019
-1.21815	12870
-1.00594	12756
-0.79356	12619
-0.58102	12501
-0.36831	12392
-0.15544	12330
0.05760	12303
0.27080	12294
0.48417	12301
0.69770	12296
0.91140	12287
1.12527	12287
1.33930	12303
1.55349	12461
1.76786	12553
1.98238	12446
2.19707	12473
2.41193	12403
2.62695	12280
2.84214	12203
3.05749	12103
3.27301	12028
3.48869	12027
3.70454	11883
3.92056	11840
4.13674	11859
4.35308	11778
4.56959	11889
4.78627	11879
5.00311	11744
5.22011	11673
5.43728	11681
5.65462	11969
5.87212	12106
6.08979	12137
6.30762	11868
6.52562	11607
6.74379	11363
6.96211	11360
7.18061	11358
7.39927	11207
7.61809	11065
7.83708	11258
8.05624	11387
8.27556	11402
8.49504	11294
8.71469	11095
8.93451	11116
9.15449	11223
9.37464	11300
9.59495	11281
9.81543	11075
10.03607	11133
10.25688	11426
10.47786	11702
10.69900	11696
10.92030	11516
11.14177	11453
11.36341	11531
11.58521	11839
11.80717	12190
12.02930	12474
12.25160	12510
12.47406	12631
12.69669	12883
12.91948	13039
13.14244	13183
13.36556	13203
13.58885	13316
13.81230	13482
14.03592	13697
14.25971	14045
14.48366	15316
14.70777	16321
14.93205	16453
15.15650	16575
15.38111	16575
15.60589	16575
15.83083	16575
16.05594	16575
16.28121	16575
16.50665	16575
16.73225	16575
16.95802	16575
17.18395	16575
17.41005	16575
17.63631	16575
17.86274	16575
18.08934	16575
18.31610	16575
18.54302	16575
18.77012	16575
18.99737	16575
19.22479	16573
19.45238	16501
19.68013	16162
19.90805	15866
20.13613	15624
20.36438	15458
20.59279	15432
20.82137	15289
21.05012	14882
21.27903	14745
21.50810	14626
21.73734	14425
21.96675	14264
22.19632	13948
22.42606	13957
22.65596	13938
22.88602	13839
23.11626	13803
23.34665	13859
23.57722	13919
23.80794	13968
24.03884	14078
24.26990	14032
24.50112	14084
24.73251	14303
24.96406	14539
25.19578	14602
25.42767	14639
25.65972	14893
25.89194	15103
26.12432	15158
26.35687	15100
26.58958	15281
26.82245	15465
27.05550	15676
27.28871	15733
27.52208	15877
27.75562	16277
27.98932	16449
28.22319	16472
28.45723	16495
28.69143	16498
28.92579	16479
29.16032	16429
29.39502	16354
29.62988	16302
29.86491	16265
30.10010	16220
30.33545	16155
30.57098	16186
30.80667	16107
31.04252	16085
31.27854	16059
31.51472	15951
31.75107	15977
31.98758	15894
32.22426	15832
32.46111	15740
32.69812	15745
32.93530	15645
33.17264	15540
33.41014	15487
33.64782	15493
33.88565	15481
34.12366	15483
34.36182	15438
34.60016	15361
34.83866	15270
35.07732	15240
35.31615	15174
35.55514	15120
35.79430	15035
36.03363	14899
36.27312	14835
36.51277	14768
36.75259	14745
36.99258	14677
37.23273	14609
37.47305	14446
37.71353	14302
37.95418	14142
38.19499	14094
38.43597	14162
38.67712	14029
38.91842	13988
39.15990	13933
39.40154	13941
39.64334	13929
39.88531	14145
40.12745	14541
40.36975	14813
40.61222	14907
40.85485	14761
41.09765	14598
41.34061	14498
41.58374	14374
41.82703	14282
42.07049	14319
42.31411	14390
42.55790	14515
42.80185	14600
