MZ	Intensity
-63.31762	14056
-63.16113	14002
-63.00447	13927
-62.84764	13732
-62.69065	13618
-62.53349	13494
-62.37616	13512
-62.21868	13520
-62.06102	13527
-61.90320	13512
-61.74522	13473
-61.58707	13609
-61.42875	13809
-61.27027	14060
-61.11163	14148
-60.95282	14163
-60.79384	14157
-60.63470	14027
-60.47539	13899
-60.31592	13798
-60.15628	13679
-59.99648	13566
-59.83651	13488
-59.67637	13425
-59.51608	13404
-59.35561	13481
-59.19498	13528
-59.03419	13642
-58.87323	13751
-58.71210	14025
-58.55081	14254
-58.38935	14591
-58.22773	15107
-58.06594	15652
-57.90399	15840
-57.74187	15708
-57.57959	15595
-57.41714	15518
-57.25453	15414
-57.09175	15037
-56.92881	14779
-56.76570	14428
-56.60242	14192
-56.43898	13922
-56.27537	13689
-56.11160	13505
-55.94767	13380
-55.78357	13252
-55.61930	13163
-55.45487	13143
-55.29027	13143
-55.12551	13170
-54.96058	13124
-54.79548	13273
-54.63023	13525
-54.46480	13605
-54.29921	13346
-54.13346	13173
-53.96754	13026
-53.80145	12916
-53.63520	12719
-53.46878	12608
-53.30220	12505
-53.13546	12400
-52.96854	12162
-52.80147	12091
-52.63422	11962
-52.46682	11777
-52.29924	11620
-52.13150	11623
-51.96360	11593
-51.79553	11567
-51.62729	11361
-51.45889	11327
-51.29033	11469
-51.12160	11683
-50.95270	11830
-50.78364	11954
-50.61441	12247
-50.44502	12548
-50.27546	12768
-50.10574	12798
-49.93585	12888
-49.76580	13025
-49.59558	13126
-49.42520	13197
-49.25465	13383
-49.08393	13392
-48.91305	13374
-48.74201	13368
-48.57080	13322
-48.39942	13272
-48.22788	13307
-48.05617	13361
-47.88430	13365
-47.71226	13471
-47.54006	13723
-47.36769	13928
-47.19516	14129
-47.02246	14230
-46.84960	14216
-46.67657	14141
-46.50337	14042
-46.33001	14030
-46.15649	13935
-45.98280	13939
-45.80894	14024
-45.63492	14069
-45.46074	13899
-45.28638	13892
-45.11187	14010
-44.93718	14048
-44.76234	14054
-44.58732	14070
-44.41214	14015
-44.23680	13946
-44.06129	13808
-43.88562	13656
-43.70978	13697
-43.53377	13679
-43.35760	13653
-43.18127	13621
-43.00476	13648
-42.82810	13620
-42.65127	13677
-42.47427	13679
-42.29711	13663
-42.11978	13633
-41.94229	13631
-41.76463	13588
-41.58680	13451
-41.40882	13306
-41.23066	13319
-41.05234	13166
-40.87386	12976
-40.69521	12878
-40.51639	12834
-40.33741	12909
-40.15826	12830
-39.97895	12760
-39.79947	13040
-39.61983	13511
-39.44002	13741
-39.26005	13695
-39.07991	13421
-38.89961	13394
-38.71914	13253
-38.53851	13002
-38.35771	12676
-38.17674	12391
-37.99561	12169
-37.81432	12020
-37.63286	11856
-37.45123	12260
-37.26944	12613
-37.08748	12553
